,Unnamed: 0,Time,Tweet,User,Location,Retweets,Likes,sentiment
374,74,2022-11-23 15:39:58+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",nsamuellnorman,,173,0,1
375,75,2022-11-23 15:39:49+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",evenbev,Minnesota,173,0,1
376,76,2022-11-23 15:27:44+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",starmediaguy,Rocky Mountains. ,173,0,1
377,77,2022-11-23 15:27:36+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",adriaeln,,26,0,0
378,78,2022-11-23 15:26:00+00:00,"@ddayen @nickconfessore @TheProspect Is this Ted Budd NC? No first reference.

Budd received half a million dollars in support from a Super PAC created by FTX co-CEO Ryan Salame.",colleen_cgcharm,"North Carolina, USA",0,0,1
379,79,2022-11-23 15:24:53+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",suppertime,"Somewhere, probably. ",68,0,0
380,80,2022-11-23 15:24:05+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",awoaca,"St Louis, MO",173,0,1
381,81,2022-11-23 15:23:44+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",misusamaad,Jungleland,68,0,0
382,82,2022-11-23 15:23:35+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",max____headroom,Space,173,0,1
383,83,2022-11-23 15:22:53+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",TommieStephsYO,"Chicago, IL",173,0,1
384,84,2022-11-23 15:22:50+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",KYEducator2018,KY,173,0,1
385,85,2022-11-23 15:21:52+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",harpersnotes,"Mount Redoubt, Alaska USA",173,0,1
386,86,2022-11-23 15:19:30+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",SilverTWhite44,,26,0,0
387,87,2022-11-23 15:19:27+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",NamelessGhoulTX,Behind you,173,0,1
388,88,2022-11-23 15:18:47+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",schwanderer,Left of Center,173,0,1
389,89,2022-11-23 15:18:05+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",tencor_7144,"New Jersey, CD-06, LD-18",26,0,0
390,90,2022-11-23 15:17:43+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",ry3564,"London, England",173,0,1
391,91,2022-11-23 15:17:32+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",deathnoteb,"Las Vegas, Nevada",173,0,1
392,92,2022-11-23 15:16:49+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",hypertonic_,"Karachi, Pakistan",173,0,1
393,93,2022-11-23 15:15:39+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Yedois,North Carolina,173,0,1
394,94,2022-11-23 15:15:34+00:00,"RT @underoak: #ncpol 

Rep. Ted Budd is named as one of the eight.

Note that Sen. Tillis also wrote a letter protecting crypto from regula…",Yedois,North Carolina,5,0,0
395,95,2022-11-23 15:12:53+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Timeo_Danaos,@timeo_danaos@mastodon.online,173,0,1
396,96,2022-11-23 15:12:19+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",UniteCarolina,"Boone, North Carolina",26,0,0
397,97,2022-11-23 15:12:02+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",saletan,"Washington, DC",173,0,1
398,98,2022-11-23 15:11:04+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",InvariantPersp1,,173,0,1
399,99,2022-11-23 15:09:37+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",minter01,"Charlotte, NC",173,0,1
400,0,2022-11-23 23:42:03+00:00,"@PamKeithFL I'm not even going to get started on NC. NC had a prime opportunity to elect someone with decency and intelligence. But no, what did NC do? Voted for this clown Ted Budd. That's whack is crap.",barrywwhite77,"Charlotte, NC",0,0,0
401,1,2022-11-23 23:30:42+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",JoshIsWoke1,Rigging Elections @ DNC HQ,26,0,0
402,2,2022-11-23 23:30:39+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",AyrtonSci,,26,0,0
403,3,2022-11-23 22:09:20+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",JJManring,"Minneapolis, MN",173,0,1
404,4,2022-11-23 21:50:05+00:00,"RT @CheriBeasleyNC: Today, Congressman Ted Budd is campaigning with Rick Scott – and he supports his plan to sunset Social Security and Med…",BoBo10322,"South Carolina, USA",1907,0,1
405,5,2022-11-23 21:42:12+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",julepandme,"Wichita, KS",173,0,1
406,6,2022-11-23 21:33:37+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",kokoswatching,,173,0,1
407,7,2022-11-23 21:22:15+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",rhoyou,Melbourne Australia,173,0,1
408,8,2022-11-23 21:10:46+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Kimsadem,"Tucson, AZ",173,0,1
409,9,2022-11-23 21:03:27+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",CapitalistFool,,173,0,1
410,10,2022-11-23 20:57:47+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",_LOVEINVAIN,,173,0,1
411,11,2022-11-23 20:35:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",CurveWhiplash,"Eureka, CA",173,0,1
412,12,2022-11-23 20:20:00+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",cowboy_texan321,Republic of Texas,26,0,0
413,13,2022-11-23 20:16:00+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Eilonwy24,Oregon,173,0,1
414,14,2022-11-23 19:58:32+00:00,David Sacks held a high-dollar fundraising event for Ted Budd in September with old PayPal Mafia buddy Keith Rabois &amp; his husband Jacob Helberg: https://t.co/CfZqjHmRUT https://t.co/BhV4XUncQq,jessecrall,Los Angeles,0,2,1
415,15,2022-11-23 19:52:42+00:00,"In 2028, come his re-election, Ted Budd is gonna be out for that Ted Bludd",SunBeltPolitics,John McCain's Hairline,0,19,0
416,16,2022-11-23 19:51:33+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",rebels2008,"Texas and Washington, D.C.",26,0,0
417,17,2022-11-23 19:47:52+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",JackSimermeyer,MN/WA/OR,26,0,0
418,18,2022-11-23 19:40:59+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",redG2pen,WA-02,26,0,0
419,19,2022-11-23 19:36:44+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",unclemuley,"Kansas, USA",173,0,1
420,20,2022-11-23 19:27:44+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",MassJumbo,"Massachusetts, USA",26,0,0
421,21,2022-11-23 19:23:17+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",rdthorsett,,173,0,1
422,22,2022-11-23 19:21:08+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",dollymad1812,America the Beautiful,173,0,1
423,23,2022-11-23 19:08:26+00:00,@ddayen How was this not pressed against Ted Budd's Senate candidacy this year? Did the Dems just do zero oppo research in NC?,srsjeff,California,0,2,0
424,24,2022-11-23 18:55:49+00:00,"Republicans need fewer candidates like Don Bolduc, Herschel Walker, and Mehmet Oz and more candidates like Ted Budd, Pat Toomey, and Brian Kemp.",DeclanMHurley,"North Carolina, USA",0,7,0
425,25,2022-11-23 18:47:00+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",etoileluna77,,173,0,1
426,26,2022-11-23 18:44:46+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",chortles81,,68,0,0
427,27,2022-11-23 18:41:29+00:00,"RT @underoak: #ncpol 

Rep. Ted Budd is named as one of the eight.

Note that Sen. Tillis also wrote a letter protecting crypto from regula…",tenej_jen,US,5,0,0
428,28,2022-11-23 18:28:26+00:00,"""Rep. Ted Budd (R-NC) ... received half a million dollars in support from a Super PAC created by FTX co-CEO Ryan Salame.""

Good job, #NC peeps - you put another *stellar* Senator in DC to represent us (as long as he get his share).  &lt;sigh-&amp;-eyeroll&gt;
https://t.co/AKmUwNKdED",Castle_Labs,"North Carolina, USA",0,1,0
429,29,2022-11-23 18:27:16+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",colinenpraxis,Long Beach / Oakland ,173,0,1
430,30,2022-11-23 18:27:01+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",bret_hitch,,173,0,1
431,31,2022-11-23 18:25:39+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",lucyaw,"Bay Area, California",173,0,1
432,32,2022-11-23 18:22:44+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",JustinD,Formerly NYC // Currently PGH,173,0,1
433,33,2022-11-23 18:21:54+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Agent_Snark,"Michigan, USA",173,0,1
434,34,2022-11-23 18:21:00+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",SHERRIMAMA,USA,173,0,1
435,35,2022-11-23 18:14:15+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",dog_envier,Bay Area Special Economic Zone,173,0,1
436,36,2022-11-23 18:11:14+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",TheProspect,"Washington, D.C.",173,0,1
437,37,2022-11-23 18:05:29+00:00,"Echoes of Keating Five. 
Crytpo Eight are Reps. Emmer (R-MN), Donalds (R-FL), Auchincloss (D-MA), Davidson (R-OH), Ted Budd (R-NC), Soto (D-FL), Gottheimer (D-NJ), and Torres (D-NY). 
(Ted Budd was just elected to U.S. Senate, ooops.) https://t.co/P5aVPu2HAS",ProfJAParker,,0,1,0
438,38,2022-11-23 18:02:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",mattman1624,Bay Area,173,0,1
439,39,2022-11-23 17:50:20+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Jadelia,"Maine, USA",173,0,1
440,40,2022-11-23 17:47:13+00:00,@RudyHavenstein Ted Budd is super slimy too.,forexlliott,"Was Florida, USA",0,0,0
441,41,2022-11-23 17:47:12+00:00,"RT @RudyHavenstein: ""Some of the “Blockchain 8”...benefited from crypto largesse. Five of the eight members received campaign donations fro…",VictorTheClean3,,8,0,0
442,42,2022-11-23 17:46:21+00:00,"""Some of the “Blockchain 8”...benefited from crypto largesse. Five of the eight members received campaign donations from FTX employees...Rep. Ted Budd (R-NC)...received half a million dollars in support from a Super PAC created by FTX co-CEO Ryan Salame.""

https://t.co/ZSLGoZubPc https://t.co/hxJaAVOrZb",RudyHavenstein,Behind the boathouse,8,22,0
443,43,2022-11-23 17:34:53+00:00,"Bi-partisanship: Reps. Tom Emmer (MN), Warren Davidson (OH), Byron Donalds (FL), and Ted Budd (NC) for the Republicans; Reps. Josh Gottheimer (NJ), Jake Auchincloss (MA), Ritchie Torres (NY), and Darren Soto (FL) for the Democrats.
https://t.co/djic0HeKay",kcvearner,21st Century,0,0,0
444,44,2022-11-23 17:33:05+00:00,"RT @underoak: #ncpol 

Rep. Ted Budd is named as one of the eight.

Note that Sen. Tillis also wrote a letter protecting crypto from regula…",JamesBazan,"Charlotte, NC",5,0,0
445,45,2022-11-23 17:27:56+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",C_Heldenstein,Luxembourg,173,0,1
446,46,2022-11-23 17:27:53+00:00,"Thomas Emmer (R-MN)
Byron Donalds (R-FL)
Warren Davidson (R-OH) 
Ted Budd (R-NC) 
Jake Auchincloss (D-MA) 
Darren Soto (D-FL), 
Josh Gottheimer (D-NJ)
Ritchie Torres (D-NY)

Burn them down. https://t.co/PpUgqBgffR",danablankenhorn,"Atlanta, Georgia",0,0,0
447,47,2022-11-23 17:19:23+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",BFSCR,Houston,173,0,1
448,48,2022-11-23 17:14:28+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",mathvink,SoCal,173,0,1
449,49,2022-11-23 17:12:02+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",DianeEugenio,"Florida, USA",173,0,1
450,50,2022-11-23 17:05:36+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",PingreestanME,NC ➡️ Maine ,26,0,0
451,51,2022-11-23 17:05:16+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",KINGTRUMPUSLIAR,RIDEN WITH🌍BIDEN/KAMALA🐱,173,0,1
452,52,2022-11-23 16:55:20+00:00,"RT @_FoggyDew: #BlockchainEight donations from FTX 

Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R -NC), Darren So…",jross252,,4,0,0
453,53,2022-11-23 16:53:41+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",KRZ2068,"Ojai, CA",173,0,1
454,54,2022-11-23 16:51:10+00:00,"RT @_FoggyDew: #BlockchainEight donations from FTX 

Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R -NC), Darren So…",88Lucien88,Blue Earth,4,0,0
455,55,2022-11-23 16:50:52+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",NeedhiBhalla,,173,0,1
456,56,2022-11-23 16:50:40+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Izandra,Gabrielino-Tongva land,173,0,1
457,57,2022-11-23 16:49:54+00:00,"#BlockchainEight donations from FTX 

Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R -NC), Darren Soto (D-FL), Josh Gottheimer (D-NJ), &amp; Ritchie Torres (D-NY). 

Coinbase has also contributed to members of the Blockchain Eight.https://t.co/J2k0m9Qgb0",_FoggyDew,"California, USA",4,3,1
458,58,2022-11-23 16:47:32+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",ItsCarlosSoto,San Antonio/Corpus Christi,26,0,0
459,59,2022-11-23 16:44:12+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",therealpatkane,"Ohio, USA",68,0,0
460,60,2022-11-23 16:39:48+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",kristiwelshies,,173,0,1
461,61,2022-11-23 16:37:55+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",BostonSister,Boston-ish,173,0,1
462,62,2022-11-23 16:36:02+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",woc4bernie3,,68,0,0
463,63,2022-11-23 16:34:56+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",BukiWilliams,NYC. via London,173,0,1
464,64,2022-11-23 16:27:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",karen_elder,"New Mexico, USA",173,0,1
465,65,2022-11-23 16:25:24+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",jeffemera,"New York, NY",173,0,1
466,66,2022-11-23 16:21:44+00:00,People tryin to act like that’s Ted Budd when it’s OBVIOUSLY Wiley Nickel https://t.co/ovfGj0POef,PingreestanME,NC ➡️ Maine ,1,8,1
467,67,2022-11-23 16:18:45+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",NCPolitics2020,The good roads state,26,0,0
468,68,2022-11-23 16:12:55+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",TechmemeChatter,"San Francisco, CA",68,0,0
469,69,2022-11-23 16:12:13+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",TechmemeChatter,"San Francisco, CA",173,0,1
470,70,2022-11-23 15:49:49+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",ntorok4,"McKeesport, PA",26,0,0
471,71,2022-11-23 15:49:44+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",DrewSav,"Fayetteville, NC",26,0,0
472,72,2022-11-23 15:49:09+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",OregonMapGuy,"Carbondale, IL",26,0,0
473,73,2022-11-23 15:40:53+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",chrishulan,"Ottawa, Ontario, Canada",173,0,1
474,74,2022-11-23 15:39:58+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",nsamuellnorman,,173,0,1
475,75,2022-11-23 15:39:49+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",evenbev,Minnesota,173,0,1
476,76,2022-11-23 15:27:44+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",starmediaguy,Rocky Mountains. ,173,0,1
477,77,2022-11-23 15:27:36+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",adriaeln,,26,0,0
478,78,2022-11-23 15:26:00+00:00,"@ddayen @nickconfessore @TheProspect Is this Ted Budd NC? No first reference.

Budd received half a million dollars in support from a Super PAC created by FTX co-CEO Ryan Salame.",colleen_cgcharm,"North Carolina, USA",0,0,1
479,79,2022-11-23 15:24:53+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",suppertime,"Somewhere, probably. ",68,0,0
480,80,2022-11-23 15:24:05+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",awoaca,"St Louis, MO",173,0,1
481,81,2022-11-23 15:23:44+00:00,"RT @_waleedshahid: “The eight members were Reps. Emmer, Donalds, Auchincloss, Warren Davidson (R-OH), Ted Budd (R-NC), Darren Soto (D-FL),…",misusamaad,Jungleland,68,0,0
482,82,2022-11-23 15:23:35+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",max____headroom,Space,173,0,1
483,83,2022-11-23 15:22:53+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",TommieStephsYO,"Chicago, IL",173,0,1
484,84,2022-11-23 15:22:50+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",KYEducator2018,KY,173,0,1
485,85,2022-11-23 15:21:52+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",harpersnotes,"Mount Redoubt, Alaska USA",173,0,1
486,86,2022-11-23 15:19:30+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",SilverTWhite44,,26,0,0
487,87,2022-11-23 15:19:27+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",NamelessGhoulTX,Behind you,173,0,1
488,88,2022-11-23 15:18:47+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",schwanderer,Left of Center,173,0,1
489,89,2022-11-23 15:18:05+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",tencor_7144,"New Jersey, CD-06, LD-18",26,0,0
490,90,2022-11-23 15:17:43+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",ry3564,"London, England",173,0,1
491,91,2022-11-23 15:17:32+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",deathnoteb,"Las Vegas, Nevada",173,0,1
492,92,2022-11-23 15:16:49+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",hypertonic_,"Karachi, Pakistan",173,0,1
493,93,2022-11-23 15:15:39+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Yedois,North Carolina,173,0,1
494,94,2022-11-23 15:15:34+00:00,"RT @underoak: #ncpol 

Rep. Ted Budd is named as one of the eight.

Note that Sen. Tillis also wrote a letter protecting crypto from regula…",Yedois,North Carolina,5,0,0
495,95,2022-11-23 15:12:53+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",Timeo_Danaos,@timeo_danaos@mastodon.online,173,0,1
496,96,2022-11-23 15:12:19+00:00,"RT @averyhatestwt: 2 weeks ago NC Rs just barely missed out on gaining a supermajority in the state house, because of uncontested districts…",UniteCarolina,"Boone, North Carolina",26,0,0
497,97,2022-11-23 15:12:02+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",saletan,"Washington, DC",173,0,1
498,98,2022-11-23 15:11:04+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",InvariantPersp1,,173,0,1
499,99,2022-11-23 15:09:37+00:00,"RT @ddayen: Here's what we know:
• 5 of the ""Blockchain 8"" received direct campaign donations from FTX
• Ted Budd got $517,000 from a Super…",minter01,"Charlotte, NC",173,0,1
